link|title|author|date|content
https://www.scmp.com/news/asia/east-asia/article/3239959/north-korea-will-likely-succeed-latest-spy-satellite-launch-seoul-intelligence|North Korea will likely succeed with latest spy satellite launch: Seoul intelligence|Reuters|2023-11-01T09:23:20.000Z|North Korea is in the final stages of preparations for the launch of a spy satellite and the chances of the third attempt succeeding are high, Yonhap news agency reported on Wednesday, citing  South Korea’s intelligence service. North Korea has also sent more than 10 shipments of munitions to Russia for use in the war against Ukraine, including over one million artillery rounds, the National Intelligence Service (NIS) was quoted as saying.That is roughly the supply of munitions that Russia expends in its war with Ukraine in two months, a member of the parliament committee, Yoo Sang-bum, was quoted as saying.The NIS made the report in a closed-door parliament intelligence committee session, local media reported, citing a committee member who was there.
https://www.scmp.com/news/china/diplomacy/article/3239906/israel-gaza-mediation-role-will-require-china-work-other-powers-xiangshan-forum-hears|Israel-Gaza mediation role will require China to work with other powers, Xiangshan forum hears|Minnie Chan|2023-11-01T07:43:09.000Z|China must strike a balance and work with other powers if it is to play an active mediation role in the  Israel-Gaza war, according to Middle East experts attending a high-profile security forum in Beijing.Experts from China, Iran, Ukraine, Turkey, Saudi Arabia and Afghanistan joined a discussion panel at the  Beijing Xiangshan Forum on a new security architecture for the Middle East, which they agreed needed to be built on a multipolar geopolitical framework.They urged the major powers, including China, the United States, Russia, Iran, Turkey and Saudi Arabia, to work together for an immediate ceasefire and prevent the crisis from descending into a humanitarian catastrophe.Speaking to the South China Morning Post at the margins of the forum, panellist Wang Lincong from the Chinese Academy of Social Sciences’ Institute of West-Asian and African Studies, said Beijing could play a mediating role.
https://www.scmp.com/comment/letters/article/3239777/if-you-condemn-hamas-you-should-also-condemn-israeli-government|LettersIf you condemn Hamas, you should also condemn the Israeli government|Letters|2023-11-01T06:30:20.000Z|Feel strongly about these letters, or any other aspects of the news? Share your views by emailing us your Letter to the Editor at  [email protected] or filling in  this Google form. Submissions should not exceed 400 words, and must include your full name and address, plus a phone number for verification.I do not support  Hamas, which some countries have labelled a terrorist group. But Palestinians have been oppressed and killed over the past 75 years and few have spoken up for them. Both Human Rights Watch and Amnesty International have said what Israel has done to Palestinians during this time is apartheid.Even former US president Barack Obama says in his book A Promised Land that most countries considered Israel’s continued occupation of the Palestinian territories to be a violation of international law and that Palestinians “lacked self-determination and many of the basic rights that even citizens of non-democratic countries enjoyed”.He also points out that US politicians receive significant donations from the Jewish bipartisan lobbying organisation American Israel Public Affairs Committee. This explains why the US continues to support Israel.
https://www.scmp.com/news/world/middle-east/article/3239897/bolivia-severs-diplomatic-ties-israel-others-recall-envoys-over-gaza|Bolivia severs diplomatic ties with Israel, others recall envoys over Gaza|Reuters|2023-11-01T02:53:24.000Z|Bolivia said on Tuesday it had broken diplomatic ties with Israel because of its attacks on the Gaza Strip, while neighbours Colombia and Chile recalled their ambassadors to the Middle Eastern country for consultations.The three South American nations lambasted Israel’s attacks on Gaza and condemned the deaths of Palestinian citizens.Israel condemned Bolivia’s decision as a capitulation to “terror”.Bolivia “decided to break diplomatic relations with the Israeli state in repudiation and condemnation of the aggressive and disproportionate Israeli military offensive taking place in the Gaza Strip,” Deputy Foreign Minister Freddy Mamani said at a press conference.
https://www.scmp.com/news/world/middle-east/article/3239893/has-israel-invaded-gaza-military-has-been-vague-even-if-its-objectives-are-clear|ExplainerHas Israel invaded Gaza? The military has been vague, even if its objectives are clear|Associated Press|2023-11-01T02:24:07.000Z|In recent days, Israeli ground troops have pushed deeper and deeper into Gaza in their war against Hamas, launched in response to a bloody October 7 cross-border raid by the Islamic militant group.A growing array of units, including naval, air and ground forces, have joined the effort. The army says it has killed scores of militants and damaged Hamas’ strategic tunnel network. Soldiers have taken over abandoned Palestinian homes to stake out positions.Yet even as the operation expands each day, the army refuses to call it an invasion.Its vague choice of words is more than an issue of semantics. It appears to be a deliberate strategy aimed at keeping its enemy off balance and preserving its options as a lengthy war unfolds.
https://www.scmp.com/news/world/middle-east/article/3239885/dozens-killed-israel-bombs-gaza-refugee-camp-targeting-militant-commander|Dozens killed as Israel strikes refugee camp, targeting ‘Hamas terrorists’|Agence France-Presse|2023-10-31T23:05:23.000Z|An Israeli strike on Gaza’s largest refugee camp killed at least 47 people on Tuesday, including, Israel said, a Hamas commander involved in the October 7 attacks.A large explosion ripped through the densely packed Jabalia camp before nightfall, tearing facades off nearby buildings and leaving a deep, debris-littered crater.Wails filled the air as hundreds of bystanders and volunteers clawed at concrete blocks and twisted metal looking for survivors.Agence France-Presse witnessed at least 47 corpses being recovered.Palestinians search for casualties after Israeli strikes on houses in the Jabalia refugee camp. Photo: ReutersHorrified resident Ragheb Aqal, 41, likened the explosion to “an earthquake” and spoke of seeing “homes buried under the rubble and body parts and martyrs and wounded in huge numbers”.
https://www.scmp.com/comment/opinion/article/3239703/israel-gaza-war-what-china-can-and-should-do-peace-middle-east|Israel-Gaza war: what China can and should do for peace in the Middle East|Zhou Bo|2023-10-31T21:30:22.000Z|What is the difference between the  Russia-Ukraine conflict and the  Israel-Hamas conflict? The answer is: no one knows when the former will end, while no one knows when the latter will begin again even if it ends. Can China help win peace in the Middle East? The question is asked because of the obvious limitations of the other major powers at the moment.Russia has considerable influence in the Middle East, but given that it is fighting a war of its own, with Iran believed to be  one of its arms suppliers, it has little hope of winning Israel’s trust. The EU is deeply polarised and powerless in the face of  pro-Palestine Muslim protests across the continent and beyond. The US, being  Israel’s staunch ally, has historically provided unconditional support to Israel in all conflicts.That leaves China. After brokering a  historic rapprochement between once-estranged Saudi Arabia and Iran, a more ambitious Beijing had been trying to  initiate peace talks between the Israelis and Palestinians even before the latest conflict erupted.
https://www.scmp.com/news/china/article/3239883/added-us-funding-essential-ukraine-israel-and-countering-china-white-house-officials-tell-congress|Added US funding essential for Ukraine, Israel and countering China, White House officials tell Congress|Mark Magnier|2023-10-31T20:30:21.000Z|"China is closely watching how much endurance and commitment Washington has in defending its democratic allies Ukraine and Israel, with an eye to future aggression in the Indo-Pacific, top White House officials told the US Congress on Tuesday.The Senate Appropriations Committee hearing came amid growing divisions in an already deeply divided Congress. At issue was a contested White House request for US$106 billion in supplemental funding to aid Ukraine and Israel in their military and humanitarian struggles, contain China and strengthen US border security.“What happens in Ukraine, what happens in the Middle East, also matters for the Indo-Pacific. Beyond Europe, we know that our allies, as well as our adversaries, as well as our competitors, are watching that conflict. They’re watching our response,” said Secretary of State Antony Blinken, underscoring the importance of regional freedom of navigation. “So the funding request … is vital to secure a free and open Indo-Pacific in the face of mounting challenges in that region.”In the background of Tuesday’s hearing was the recent ascension of US House Speaker Mike Johnson, a Republican from Louisiana, who wants to provide stopgap financing only for Israel while shelving the other White House foreign policy funding priorities. He is also demanding cuts elsewhere in return for supporting one of America’s closest allies.
01:45China says ‘no limits’ in cooperation with Russia China says ‘no limits’ in cooperation with Russia Critics say Johnson’s efforts threaten to hand a victory to Russian President Vladimir Putin in Ukraine, undercut US deterrence involving China and dent broader US foreign policy objectives."
https://www.scmp.com/news/world/middle-east/article/3239880/israel-gaza-war-hamas-says-it-will-free-more-hostages-next-few-days|Israel-Gaza war: Hamas says it will free more hostages ‘in next few days’|Agence France-Presse|2023-10-31T18:15:54.000Z|"Hamas’s armed wing said on Tuesday it would release in the coming days some of the foreign hostages in its captivity, as it vowed to turn Gaza into a graveyard for Israel’s military.“We have informed intermediaries that we will release a certain number of foreigners in the next few days,” Abu Obeida, a spokesman for Ezzedine Al-Qassam Brigades, said in a televised address.Around 240 hostages are believed to be held by Hamas at the moment in Gaza, after the militant group attacked communities across southern Israel on October 7, triggering a fierce bombing campaign and ground incursion of the territory by the Israeli military.
02:33Hamas releases 2 Israeli women as US advises Israel to hold off on Gaza invasionHamas releases 2 Israeli women as US advises Israel to hold off on Gaza invasionFive hostages have been released to date, including four after negotiations through a diplomatic backchannel and one following an operation by the Israeli army."
https://www.scmp.com/week-asia/politics/article/3239850/israel-gaza-war-philippines-embarrassing-abstention-un-resolution-sparks-protest-near-israeli|Israel-Gaza war: Philippines’ ‘embarrassing’ abstention from UN resolution sparks protest near Israeli embassy|Michael Beltran|2023-10-31T11:41:14.000Z|Four days after the Philippine delegation to the  United Nations abstained from a resolution calling for a humanitarian truce in Gaza, protesters staged a demonstration in front of the Israeli embassy in Manila.Renato Reyes Jnr of the activist group Bagong Alyanang Makabayan (Bayan) on Tuesday condemned the Philippine government for supporting “ Israel’s occupation and genocide”.He called the abstention an “embarrassing display” of “neutrality in a time of genocide” by President  Ferdinand Marcos Jnr’s administration.“With our common colonial history and the ongoing massacre of thousands in Gaza, we Filipinos have a duty to stand with the Palestinian people, stand with the oppressed and not the oppressors,” the protest leader added.What does UN vote on Israel-Gaza ceasefire say about US’ Asia-Pacific influence?The  Philippines was the only Southeast Asian country not to vote in favour of the UN resolution last Friday, joining 44 other countries including Australia, Britain and Canada that had abstained.
https://www.scmp.com/news/world/middle-east/article/3239844/israel-attacks-hamas-gunmen-inside-gaza-tunnels-among-300-targets-24-hours|Israel attacks Hamas gunmen inside Gaza tunnels, among 300 targets in 24 hours|Reuters|2023-10-31T11:28:31.000Z|Israel said its forces attacked Hamas gunmen inside the Islamists’ vast tunnel network beneath Gaza, after Prime Minister Benjamin Netanyahu dismissed calls for a halt to fighting to ease the humanitarian crisis.The tunnels are a key objective for Israel as it expands ground operations in Gaza to wipe out the ruling Islamist Hamas movement following its surprise attack on October 7 that Tel Aviv says killed over 1,400 people.“Over the last day, combined IDF combat forces struck approximately 300 targets, including anti-tank missile and rocket launch posts below shafts, as well as military compounds inside underground tunnels belonging to the Hamas terrorist organisation,” the Israel Defence Forces (IDF) said in a statement.Militants responded with anti-tank missiles and machine gun fire, it added, saying soldiers “killed terrorists and directed air forces to real-time strikes on targets and terror infrastructure”.Palestinians in central Gaza bid farewell to relatives killed in the conflict with Israel. Photo: BloombergIsrael also struck Lebanon and Syria overnight. The United Nations warned that the situation in Syria, which borders Israel and has Iran-backed militias, is “at its most dangerous for a long time”.
https://www.scmp.com/week-asia/politics/article/3239786/israel-gaza-war-malaysia-will-defy-us-pressure-label-hamas-terrorists-says-pm-anwar|Israel-Gaza war: Malaysia will defy US pressure to label Hamas terrorists, PM Anwar says|Hadi Azmi|2023-10-31T06:11:55.000Z|The  United States has made three formal requests to  Malaysia to reverse its official position of refusing to label Hamas a terrorist organisation, Prime Minister  Anwar Ibrahim said on Tuesday, adding his administration would not bend to the diplomatic pressure.Muslim-majority Malaysia has long been Southeast Asia’s most vocal supporter of the Palestinian cause and protests over  Israel’s siege and bombing of Gaza have snowballed in recent weeks.Hamas leaders have been hosted by Malaysia as recently as 2020.Hamas chief Ismail Haniyeh (right) chats with Malaysian’s then-Prime Minister Mahathir Mohamed during a courtesy visit in January 2020. Photo: Prime Minister’s Office of Malaysia/HandoutThe “démarche” notes were sent twice – on October 13 and October 30 – by the US embassy in Kuala Lumpur to the Malaysian foreign ministry. The Malaysian ambassador in Washington, meanwhile, was summoned on October 18 on the same matter.
https://www.scmp.com/week-asia/politics/article/3239771/israel-gaza-war-why-did-pacific-nations-side-us-un-ceasefire-vote-while-some-allies-sought-daylight|Israel-Gaza war: why did Pacific nations side with US on UN ceasefire vote while some allies sought ‘daylight’?|Maria Siow|2023-10-31T04:03:14.000Z|Two contrasting patterns of voting emerged among the  United States’ Asia-Pacific partners over a  United Nations resolution on the  Israel-Gaza war – reflecting what analysts have interpreted as the desire of some US allies to put an “increasing amount of daylight” between themselves and Washington, even as a handful of  Pacific nations backed its pro-Israel stance.The nonbinding resolution, which was drafted by 22 Arab countries and calls for an immediate humanitarian truce leading to a cessation of hostilities,  was adopted by the UN General Assembly on Friday by a vote of 120 to 14 with 45 abstentions.Among the countries that voted against a ceasefire were  Israel and the US, joined by Fiji, Tonga, the Marshall Islands, Micronesia, Nauru and Papua New Guinea.US President Joe Biden (centre) poses for a photo with Pacific island leaders at the US- Pacific Island Country Summit in September last year. Photo: ReutersMicronesia, the Marshall Islands and Palau, in particular, have a history of aligning with the US at the UN, and some have suggested that this is due to their “Compacts of Free Association” with Washington, but more importantly, because also of the American aid they receive. The US has committed a total of US$7.1 billion to the three nations over the next 20 years, Reuters reported in May. Palau abstained from the October 27 vote.
https://www.scmp.com/news/world/middle-east/article/3239769/war-gaza-rages-israels-ambassador-wears-yellow-star-un|As war in Gaza rages, Israel’s ambassador wears yellow star at UN|Agence France-Presse|2023-10-31T04:01:35.000Z|Israel’s United Nations ambassador displayed a yellow star on his chest on Monday as he addressed the Security Council, provocatively pledging to wear the badge until members of the body condemn Hamas “atrocities”.“Some of you have learned nothing in the past 80 years. Some of you have forgotten why this body was established,” envoy Gilad Erdan said, as he denounced the Security Council for “staying silent” over the unprecedented deadly attacks by Hamas Palestinian militants against Israel on October 7.The deeply divided 15-member council has not adopted a single resolution on the three-week-long war between Israel and Hamas.“So, I will remind you. From this day on, each time you look at me you will remember what staying silent in the face of evil means,” the ambassador said.Members of the UN Security Council listen as Israeli ambassador Gilad Erdan speaks on the Israel-Gaza war. Photo: AFP“Just like my grandparents, and the grandparents of millions of Jews, from now on my team and I will wear yellow stars,” he said, standing up to affix one on the breast of his suit inscribed with the words “Never Again”, in reference to the yellow stars Jews were forced to wear by the Nazis.
https://www.scmp.com/news/world/middle-east/article/3239741/hamas-releases-new-hostage-video-netanyahu-denounces-cruel-propaganda|Israeli female soldier freed in Gaza as Hamas releases video of other hostages|Associated Press|2023-10-30T16:27:05.000Z|Israeli ground forces pushed deeper into Gaza on Monday, advancing in tanks and other armoured vehicles on the territory’s main city and freeing a soldier held captive by Hamas militants.The Israeli prime minister rejected calls for a ceasefire, even as air strikes landed near hospitals where thousands of Palestinians are  sheltering beside the wounded.The military said a female soldier captured during Hamas’ brutal October 7 incursion was rescued in Gaza – the first since the weeklong war began. It provided few details, but said in a statement that Private Ori Megidish “is doing well” and had met with her family.Prime Minister Benjamin Netanyahu welcomed her home, saying the “achievement” by Israel’s security forces “illustrates our commitment to free all the hostages”.Israeli hostages identified as Yelena Trupanob, Daniel Aloni and Rimon Kirsht, in a video released by Hamas. Photo: dpaHe also rejected calls for a ceasefire to facilitate the release of captives or end the war, which he has said will be long and difficult.
https://www.scmp.com/news/world/middle-east/article/3239740/german-israeli-woman-shani-louk-captured-hamas-confirmed-dead|German-Israeli woman Shani Louk, captured by Hamas, confirmed dead|Agence France-Presse|2023-10-30T15:42:21.000Z|Shani Louk, a 23-year-old German-Israeli woman captured by Hamas fighters when they stormed a music festival in the Israeli desert, is dead, Israel’s foreign ministry said on Monday.“Our hearts are broken,” the ministry wrote in a message on X, formerly Twitter, as it confirmed Louk’s death.“Shani, who was kidnapped from a music festival and tortured and paraded around Gaza by Hamas terrorists, experienced unfathomable horrors,” it said.“May her memory be a blessing.”
https://www.scmp.com/news/world/middle-east/article/3239730/israeli-tanks-reach-gaza-city-fringes-concern-grows-hospitals|Israeli tanks reach Gaza City fringes as concern grows for hospitals|Agence France-Presse|2023-10-30T13:29:29.000Z|"Ground battles raged inside the northern Gaza Strip on Monday and Israeli tanks were seen on the outskirts of its largest city in the war against the Palestinian militant group Hamas.Israel’s intensifying land and air campaign since Hamas’ October 7 attacks has heightened fears for the 2.3 million civilians trapped inside besieged Gaza, where the Hamas-ruled health ministry says at least 8,306 have died, including over 3,400 minors.Dozens of Israeli tanks rolled into the fringes of Gaza City, eyewitnesses said, after a night of heavy clashes in nearby areas where the army said it had killed dozens of “terrorists” and Hamas also reported fierce fighting.The Israeli land forces are supported by heavy fire from fighter jets, drones and artillery that the army said had struck more than 600 targets within 24 hours, up sharply from 450 a day earlier.


Concern has surged about the widening humanitarian disaster, with fears centred on Gaza hospitals inside Israeli-mandated evacuation zones where doctors warn that many patients cannot be moved."
https://www.scmp.com/news/asia/south-asia/article/3239693/india-vows-free-8-ex-navy-personnel-qatar-death-row-accused-spying-israel|India vows to free 8 ex-navy personnel on Qatar death row ‘accused of spying for Israel’|Agence France-Presse|2023-10-30T09:45:01.000Z|India’s foreign minister on Monday said the country would “make all efforts” to secure the release of eight ex-navy personnel sentenced to death by a court in Qatar, reportedly for spying for Israel.Subrahmanyam Jaishankar said he had met the families of the detained Indians and told them the government “attaches the highest importance” to their case.Indian media report the eight – among them former high-ranking and decorated officers, including captains who once commanded warships – were arrested in Doha in August 2022.In a post on social media, Jaishankar said that he fully shared “the concerns and pain of the families”, and that the “government will continue to make all efforts to secure their release”.
https://www.scmp.com/week-asia/people/article/3239689/singer-eric-nam-cancels-malaysia-concert-over-threats-after-liking-israel-gaza-war-post|Singer Eric Nam cancels Malaysia concert over ‘threats’ after liking Israel-Gaza war post|SCMP’s Asia desk|2023-10-30T09:24:42.000Z|Korean-American singer Eric Nam on Monday said he had cancelled his coming concert in Malaysia after receiving “threats” for liking a social media post linked to the  Israel-Gaza war.Nam, who launched his music career a decade ago following his performance at the South Korean reality show Star Audition: Birth Of A Great Star 2, said his endorsement of that post was a reaction to “waking up to devastating news, as someone who has always been pro-human, pro-peace, and for love and equality for all”.“After that, I received threats related to my scheduled show in Kuala Lumpur. Out of an abundance of caution for my team and my fans, I made the difficult decision to cancel the show,” he wrote on the social media platform X, formerly known as Twitter.‘Toxic’ narratives over Israel-Gaza war open deep divisions in the WestNam also said his “heart is broken for the Palestinian and Israeli families that have been ripped apart by violence and are facing unimaginable loss”.
https://www.scmp.com/news/world/middle-east/article/3239658/israel-pounds-gazas-north-steps-ground-war-tanks-and-troops|Fierce clashes in Gaza as Israel steps up ground war with tanks and troops|Reuters|2023-10-30T06:30:08.000Z|Palestinians in Gaza reported fierce air and artillery strikes early on Monday as Israeli troops backed by tanks pressed into the enclave with a ground assault that prompted more international calls for civilians to be protected.The Israeli land forces are supported by heavy fire from fighter jets, drones and artillery that the army said had struck more than 600 targets within 24 hours, up sharply from 450 a day earlier, in an expansion of ground operations in the northern Gaza Strip.Residents are in dire need of fuel, food and clean water as the conflict enters its fourth week.“IDF troops killed dozens of terrorists who barricaded themselves in buildings and tunnels, and attempted to attack the troops,” the military said in a statement.
https://www.scmp.com/economy/global-economy/article/3239630/global-impact-chinas-response-israel-gaza-war-shows-how-beijing-firmly-aligned-global-south|Global Impact: China’s response to Israel-Gaza war shows how Beijing is firmly aligned with the Global South|Hayley Wong|2023-10-30T06:00:12.000Z|"Global Impact is a weekly curated newsletter featuring a news topic originating in China with a significant macro impact for our newsreaders around the world. Sign up  now!China has increasingly aligned its response with the Global South in the past month, as conflicts between Israel and Hamas have persisted and fighting entered its fourth week on Saturday.With Beijing’s diplomatic engagement with the region gaining momentum after a global gathering that championed its Belt and Road Initiative, it has more proactively expressed solidarity with the Palestinians, the Arab states, and the Russians in diplomatic talks and missions.
04:13Families plead with Israeli president for safe and immediate return of hostages held by HamasFamilies plead with Israeli president for safe and immediate return of hostages held by HamasChina’s response stood out as a rare case among major powers after Hamas, the Palestinian militant group controlling the Gaza Strip, launched a surprise attack on Israel on October 7, killing more than 1,400 people."
https://www.scmp.com/news/world/article/3239643/israel-gaza-war-divides-west-malaysians-pay-more-amid-weakening-ringgit-6-weekend-reads-you-may-have|Israel-Gaza war divides the West, Malaysians pay more amid weakening ringgit: 6 weekend reads you may have missed|SCMP|2023-10-30T04:36:44.000Z|We have put together stories from our coverage last weekend to help you stay informed about news across Asia and beyond. If you would like to see more of our reporting, please consider  subscribing.1.  ‘Toxic’ narratives over Israel-Gaza war open deep divisions in the WestPeople hold a rally in New York’s financial district as the fighting continues in Gaza on October 26. Photo: Getty Images via AFP2.  Malaysians to pay more for staples as weak ringgit enters ‘uncharted territory’A customer buys a chicken at a wet market in Kuala Lumpur. Photo: EPA-EFE
https://www.scmp.com/news/world/middle-east/article/3239613/icc-lawyer-warns-israel-over-preventing-aid-getting-gaza|Preventing aid getting to Gaza could be ‘a crime’: ICC prosecutor|Agence France-Presse|2023-10-29T22:50:11.000Z|"The International Criminal Court’s chief prosecutor warned on Sunday that blocking humanitarian aid from entering Gaza could constitute a crime.“Impeding relief supplies as provided by the Geneva Conventions may constitute a crime within the court jurisdiction,” Karim Khan told reporters in Cairo.He was speaking after a visit to Egypt’s Rafah crossing, where he said trucks full of desperately needed goods remained stuck and unable to cross into Gaza.“I saw trucks full of goods, full of humanitarian assistance stuck where nobody needs them, stuck in Egypt, stuck at Rafah,” he said.
03:05Humanitarian crisis unfolding in Gaza as food supplies run out after total Israeli blockadeHumanitarian crisis unfolding in Gaza as food supplies run out after total Israeli blockade“These supplies must get to the civilians of Gaza without delay.”"
https://www.scmp.com/news/world/russia-central-asia/article/3239619/russian-mob-searching-israel-flight-storms-dagestan-airport|Mob storms Russian airport looking for Israelis|Agence France-Presse|2023-10-29T21:52:30.000Z|A mob looking for Israelis and Jews overran an airport in Russia’s Caucasus republic of Dagestan on Sunday, after rumours spread that a flight was arriving from Israel.The violence in the mostly Muslim region, which comes as war rages between Israel and Hamas in Gaza, prompted Israel to call on Russia to protect its citizens, while the United States condemned the “anti-Semitic protests”.The governor of Dagestan promised that those responsible for the incident would be punished, and the republic’s interior ministry said that 60 people had been arrested in the unrest.“More than 150 active participants in the unrest have been identified, 60 of them have been arrested,” the ministry said in a statement early Monday.Protesters running on the apron area of the airport. Photo: Telegram/@askrasul via AFPDozens of protesters, many of them chanting Allahu akbar (God is greatest), broke through doors and barriers at Makhachkala airport, with some charging onto the runway, according to videos posted on social media and Russia’s RT and Izvestia media.
https://www.scmp.com/news/world/middle-east/article/3239618/us-urges-israel-protect-civilians-increase-aid-gaza|US urges Israel to protect civilians, increase aid to Gaza|Reuters|2023-10-29T20:48:42.000Z|"The United States on Sunday pressed Israel to protect civilians in Gaza and pushed for an immediate increase in humanitarian aid, amid a growing outcry over the human costs of Israel’s three-week bombardment of the enclave.US President Joe Biden told Israeli Prime Minster Benjamin Netanyahu in a phone call that Israel has a right to defend itself and should do so in a way that is consistent with international law on protecting civilians, the White House said.Biden and Netanyahu discussed efforts to protect the more than 200 hostages seized by Palestinian Hamas militants in a surprise attack on Israel on October 7 that killed 1,400 people.The White House said Biden also “underscored the need to immediately and significantly increase the flow of humanitarian assistance to meet the needs of civilians in Gaza”, as supplies dwindle in the besieged coastal enclave.
03:05Humanitarian crisis unfolding in Gaza as food supplies run out after total Israeli blockadeHumanitarian crisis unfolding in Gaza as food supplies run out after total Israeli blockadeWith the death toll in the Gaza Strip in the thousands and climbing, Biden’s administration has been under increasing pressure to make clear that its steadfast support of Israel does not translate into a blanket endorsement of all that its ally is doing in the impoverished enclave."
https://www.scmp.com/news/world/middle-east/article/3239600/israel-starts-next-stage-long-war-gaza-deaths-top-8000|Israel starts next stage of ‘long war’ as Gaza deaths top 8,000|Agence France-Presse|2023-10-29T13:19:27.000Z|Israel pounded Hamas-ruled Gaza on Sunday in an escalating air and ground campaign as the UN warned civil order was “starting to break down” in the besieged Palestinian territory.Israeli Prime Minister Benjamin Netanyahu steeled the nation for a “long and difficult war” ahead as the Red Cross voiced shock at the “intolerable” human suffering inside Gaza.Despite calls for a humanitarian ceasefire and outrage across the Muslim world, Israel has intensified the war triggered by Hamas’s unprecedented attack more than three weeks ago.Hamas militants stormed across the Gaza border on October 7 in the deadliest attack in Israel’s history, killing 1,400 people, mostly civilians, and kidnapping 230 others, according to Israeli officials.The Israeli military has intensified its air strikes in Gaza. Photo: AFPThe Hamas-run Gaza Health Ministry says the unrelenting retaliatory Israeli bombardment has killed at least 8,005 people, including 3,324 minors.
https://www.scmp.com/comment/opinion/article/3239587/new-un-vote-ceasefire-will-not-change-iota-gaza-war|New UN vote on ceasefire will not change an iota in the Gaza war|Alex Lo|2023-10-29T13:00:13.000Z|Kill the messenger. That has long been Israel’s strategy in dealing with the United Nations.After UN chief Antonio Gutteres urged all parties in the Gaza war to respect and protect civilians, Israeli ambassador to the UN Gilad Erdan demanded his resignation, saying he was justifying terrorism.Then on Friday, the world voted overwhelmingly in the UN General Assembly for a major resolution, calling for an “immediate, durable and sustained humanitarian truce leading to a cessation of hostilities”.There were 120 member states in favour, 14 against and 45 abstained. Iraq later changed its vote to yes from an abstention after complaining of a technical glitch, so the final tally became 121 votes in favour and 44 abstentions.
https://www.scmp.com/news/world/middle-east/article/3239573/israel-strikes-near-gazas-largest-hospital-after-accusing-hamas-using-it-base|Israel strikes near Gaza’s largest hospital after accusing Hamas of using it as a base|Associated Press|2023-10-29T07:27:49.000Z|Israeli warplanes carried out air strikes on Sunday near Gaza’s largest hospital, which is packed with patients and tens of thousands of Palestinians seeking shelter.Israel has said Gaza’s militant Hamas rulers have a command post under the hospital, without providing much evidence.The strikes came a day after Israeli Prime Minister Benjamin Netanyahu  announced a “second stage” in Israel’s war on Hamas, three weeks after Hamas launched a brutal incursion into Israel October 7.Ground forces pushed into Gaza over the weekend as Israel pounded the territory from air, land and sea.A satellite photo of Shifa Hospital in Gaza City, taken on October 19, 2023. Photo: Maxar Technologies via APThe bombardment – described by Gaza residents as the most intense of the war – knocked out most communications in the territory late Friday, largely cutting off the besieged enclave’s 2.3 million people from the world.
https://www.scmp.com/comment/letters/article/3239459/israel-gaza-war-no-lasting-peace-can-come-extremism-both-sides|LettersIsrael-Gaza war: no lasting peace can come of extremism on both sides|Letters|2023-10-29T06:30:24.000Z|Feel strongly about these letters, or any other aspects of the news? Share your views by emailing us your Letter to the Editor at  [email protected] or filling in  this Google form. Submissions should not exceed 400 words, and must include your full name and address, plus a phone number for verification.Thousands have died since the latest  Israel-Hamas conflict began. Hamas’  surprise assault on Israel is certainly an act of terror. Many countries have condemned Hamas and expressed support for Israel.While we should all combat terrorism, we cannot forget this ongoing tragedy is the result of both sides’ radicalisation. Israel has done as much to make this horror happen as Hamas.The increasing polarisation of Israeli politics forced Prime Minister Netanyahu to form a coalition with ultra-Orthodox parties. This led to a draconian government. For example, the national security minister directed the police to remove Palestinian flags from public places; the government also seized tax revenues belonging to the Palestinian Authority. A recently passed  law prevents the supreme court from overruling the government.
https://www.scmp.com/news/asia/southeast-asia/article/3239562/malaysia-probes-video-fake-weapons-school-pm-anwar-says-dont-go-overboard-support-palestinians|Malaysia probes video of fake weapons in school, PM Anwar says ‘don’t go overboard’ in support for Palestinians|The Star|2023-10-29T04:10:10.000Z|Malaysia’s education ministry has ordered a thorough investigation into a viral video which shows replica weapons being used in what is believed to be a programme promoting solidarity with Palestinians at a school.Education Minister Fadhlina Sidek said her ministry would take further action over the pictures and videos that have been circulating since Friday after receiving a detailed report.“There must be reports before we take any action,” she told reporters at Sekolah Menengah Kebangsaan Saujana Indah on Saturday.The video purportedly shows teachers and students in a public school in Malaysia brandishing replica firearms.‘Toxic’ narratives over Israel-Gaza war open deep divisions in the WestFadlina was commenting on calls from different parties urging the education ministry to take disciplinary action against organisers displaying violence in schools during the “Palestine Solidarity Week” event.
